# File: A_demand_base_food_prices.csv
# Title: Base Year Food Prices
# Units: 2005$/Mcal/day
# Description: Base year staple and nonstaple prices
# Source: GCAM Output
# Column types: cccccnn
# ----------
Units,region,gcam-consumer,nodeinput,input,year,value
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0311238
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0316303
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0315014
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0317206
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,2.53786
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.182985
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.184629
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.199097
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.199593
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0281019
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0274879
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0284807
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0290437
2005$/Mcal/day,South Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.029561
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.700106
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.506141
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.41969
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.399387
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.399025
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.118464
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.117597
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.103661
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.104755
2005$/Mcal/day,South Korea,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.106399
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.583868
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.267884
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.256638
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.268113
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.274557
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0311192
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0308452
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0304944
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0304097
2005$/Mcal/day,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0304493
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.343109
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.275258
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.253294
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.253305
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.255583
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0307415
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0196243
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0188863
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0188567
2005$/Mcal/day,Taiwan,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.019911
2005$/Mcal/day,USA,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.307851
2005$/Mcal/day,USA,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.298279
2005$/Mcal/day,USA,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.288014
2005$/Mcal/day,USA,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.274977
2005$/Mcal/day,USA,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.25825
2005$/Mcal/day,USA,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0270557
2005$/Mcal/day,USA,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0250579
2005$/Mcal/day,USA,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0254662
2005$/Mcal/day,USA,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.024963
2005$/Mcal/day,USA,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0250311
