"region","gcam.consumer","subregional.population.share","subregional.income.share","year"
"Africa_Northern","d9",0.1,0.143216882,2030
"South America_Southern","d7",0.1,0.093179167,2030
"South America_Northern","d7",0.1,0.096005211,2030
"Indonesia","d9",0.1,0.144190387,2030
"China","d4",0.1,0.06524987,2030
"Colombia","d8",0.1,0.110205235,2030
"Argentina","d4",0.1,0.061787431,2030
"Mexico","d6",0.1,0.074856773,2030
"EU-12","d2",0.1,0.055057981,2030
"Central America and Caribbean","d9",0.1,0.178407367,2030
"Canada","d1",0.1,0.037773673,2030
"Middle East","d8",0.1,0.115222167,2030
"Taiwan","d3",0.1,0.070733298,2030
"EU-15","d2",0.1,0.05190603,2030
"South Africa","d8",0.1,0.101935176,2030
"Europe_Non_EU","d6",0.1,0.078724928,2030
"China","d5",0.1,0.073918129,2030
"South Asia","d9",0.1,0.142656818,2030
"Europe_Eastern","d8",0.1,0.115690737,2030
"South America_Southern","d8",0.1,0.118014129,2030
"Argentina","d5",0.1,0.070721235,2030
"Australia_NZ","d1",0.1,0.035720412,2030
"South America_Northern","d8",0.1,0.112175413,2030
"EU-12","d3",0.1,0.065555615,2030
"Brazil","d8",0.1,0.11119623,2030
"Taiwan","d4",0.1,0.078496707,2030
"Central Asia","d8",0.1,0.134999944,2030
"Mexico","d7",0.1,0.089022836,2030
"South Korea","d1",0.1,0.040829512,2030
"Southeast Asia","d9",0.1,0.168966159,2030
"Russia","d2",0.1,0.052030097,2030
"China","d6",0.1,0.083680251,2030
"Europe_Non_EU","d7",0.1,0.092094739,2030
"Europe_Eastern","d9",0.1,0.163888647,2030
"Taiwan","d5",0.1,0.085625093,2030
"Japan","d2",0.1,0.0531056,2030
"Argentina","d6",0.1,0.080934622,2030
"USA","d2",0.1,0.036575475,2030
"European Free Trade Association","d1",0.1,0.040951615,2030
"Colombia","d9",0.1,0.151638221,2030
"Middle East","d9",0.1,0.164663475,2030
"Taiwan","d6",0.1,0.093087135,2030
"EU-15","d3",0.1,0.062624289,2030
"Central America and Caribbean","d10",0.1,0.385971606,2030
"South America_Northern","d9",0.1,0.141352359,2030
"EU-12","d4",0.1,0.074869666,2030
"China","d7",0.1,0.095914532,2030
"Mexico","d8",0.1,0.10978068,2030
"Russia","d3",0.1,0.061689602,2030
"Europe_Non_EU","d8",0.1,0.11117194,2030
"Argentina","d7",0.1,0.093929369,2030
"Japan","d3",0.1,0.062803656,2030
"Taiwan","d7",0.1,0.10180918,2030
"Canada","d2",0.1,0.055274569,2030
"Southeast Asia","d10",0.1,0.331718856,2030
"Central Asia","d9",0.1,0.170456593,2030
"Brazil","d9",0.1,0.152294922,2030
"EU-12","d5",0.1,0.082951989,2030
"USA","d3",0.1,0.045982962,2030
"EU-15","d4",0.1,0.072096244,2030
"Australia_NZ","d2",0.1,0.052638479,2030
"Russia","d4",0.1,0.069993084,2030
"South Africa","d9",0.1,0.156574901,2030
"China","d8",0.1,0.113065592,2030
"Taiwan","d8",0.1,0.113282983,2030
"South America_Southern","d9",0.1,0.164928647,2030
"Japan","d4",0.1,0.071075907,2030
"South Korea","d2",0.1,0.058869507,2030
"EU-12","d6",0.1,0.09229868,2030
"Argentina","d8",0.1,0.112403712,2030
"Canada","d3",0.1,0.065087465,2030
"India","d10",0.1,0.367786949,2030
"Europe_Non_EU","d9",0.1,0.147076804,2030
"Europe_Eastern","d10",0.1,0.224133497,2030
"Africa_Northern","d10",0.1,0.266063757,2030
"EU-15","d5",0.1,0.080953057,2030
"Russia","d5",0.1,0.078121065,2030
"Central Asia","d10",0.1,0.287389593,2030
"Japan","d5",0.1,0.079119142,2030
"European Free Trade Association","d2",0.1,0.056307643,2030
"USA","d4",0.1,0.055031596,2030
"EU-12","d7",0.1,0.102456843,2030
"Australia_NZ","d3",0.1,0.062339173,2030
"Mexico","d9",0.1,0.148310075,2030
"Taiwan","d9",0.1,0.133475768,2030
"Canada","d4",0.1,0.073333142,2030
"South Korea","d3",0.1,0.068585927,2030
"Indonesia","d10",0.1,0.306550553,2030
"Russia","d6",0.1,0.087071758,2030
"South America_Southern","d10",0.1,0.346119364,2030
"Japan","d6",0.1,0.087926848,2030
"EU-15","d6",0.1,0.090488889,2030
"China","d9",0.1,0.143626556,2030
"EU-12","d8",0.1,0.116057726,2030
"Australia_NZ","d4",0.1,0.070644012,2030
"Canada","d5",0.1,0.08124338,2030
"South Korea","d4",0.1,0.076506037,2030
"USA","d5",0.1,0.064685911,2030
"European Free Trade Association","d3",0.1,0.067697626,2030
"Argentina","d9",0.1,0.145649672,2030
"Russia","d7",0.1,0.0980612,2030
"South Asia","d10",0.1,0.304942366,2030
"Japan","d7",0.1,0.098676509,2030
"EU-15","d7",0.1,0.101763786,2030
"Canada","d6",0.1,0.089800815,2030
"South Korea","d5",0.1,0.083902729,2030
"Australia_NZ","d5",0.1,0.078743862,2030
"EU-12","d9",0.1,0.138453763,2030
"European Free Trade Association","d4",0.1,0.075930402,2030
"South Korea","d6",0.1,0.091750815,2030
"USA","d6",0.1,0.076001368,2030
"Russia","d8",0.1,0.113192452,2030
"Europe_Non_EU","d10",0.1,0.32474573,2030
"Japan","d8",0.1,0.113391932,2030
"Canada","d7",0.1,0.100100867,2030
"Australia_NZ","d6",0.1,0.087633575,2030
"EU-15","d8",0.1,0.116277656,2030
"South America_Northern","d10",0.1,0.282799265,2030
"Middle East","d10",0.1,0.317228888,2030
"European Free Trade Association","d5",0.1,0.084267129,2030
"South Korea","d7",0.1,0.101043116,2030
"Australia_NZ","d7",0.1,0.09850512,2030
"Canada","d8",0.1,0.114000668,2030
"EU-15","d9",0.1,0.141300652,2030
"USA","d7",0.1,0.090712768,2030
"European Free Trade Association","d6",0.1,0.093149738,2030
"Taiwan","d10",0.1,0.219825988,2030
"Colombia","d10",0.1,0.369937093,2030
"South Korea","d8",0.1,0.113413353,2030
"Russia","d9",0.1,0.140042974,2030
"Japan","d9",0.1,0.139402453,2030
"EU-12","d10",0.1,0.233538639,2030
"European Free Trade Association","d7",0.1,0.102819548,2030
"Australia_NZ","d8",0.1,0.113413159,2030
"Brazil","d10",0.1,0.365048584,2030
"Canada","d9",0.1,0.138268116,2030
"South Korea","d9",0.1,0.135170961,2030
"USA","d8",0.1,0.112006462,2030
"European Free Trade Association","d8",0.1,0.115288048,2030
"China","d10",0.1,0.289657535,2030
"Australia_NZ","d9",0.1,0.139762892,2030
"European Free Trade Association","d9",0.1,0.135847659,2030
"EU-15","d10",0.1,0.245691522,2030
"Mexico","d10",0.1,0.351681794,2030
"Argentina","d10",0.1,0.309364354,2030
"South Africa","d10",0.1,0.480307595,2030
"USA","d9",0.1,0.150528309,2030
"European Free Trade Association","d10",0.1,0.22774059,2030
"Japan","d10",0.1,0.258390616,2030
"Russia","d10",0.1,0.26453555,2030
"Canada","d10",0.1,0.245117306,2030
"South Korea","d10",0.1,0.229928044,2030
"Australia_NZ","d10",0.1,0.260599317,2030
"USA","d10",0.1,0.345666533,2030
"Africa_Western","d1",0.1,0.020451582,2035
"Africa_Eastern","d1",0.1,0.021978254,2035
"Africa_Southern","d1",0.1,0.020579662,2035
"Africa_Eastern","d2",0.1,0.031807925,2035
"Africa_Southern","d2",0.1,0.032388207,2035
"Africa_Western","d2",0.1,0.031869301,2035
"Africa_Eastern","d3",0.1,0.041419232,2035
"Central America and Caribbean","d1",0.1,0.017606239,2035
"Africa_Eastern","d4",0.1,0.050468307,2035
"Africa_Western","d3",0.1,0.044428713,2035
"Africa_Southern","d3",0.1,0.041918365,2035
"Pakistan","d1",0.1,0.039877791,2035
"Africa_Eastern","d5",0.1,0.060258033,2035
"Africa_Southern","d4",0.1,0.051135584,2035
"South Africa","d1",0.1,0.010759229,2035
"India","d1",0.1,0.022357324,2035
"Southeast Asia","d1",0.1,0.018718511,2035
"Central Asia","d1",0.1,0.019581566,2035
"Africa_Western","d4",0.1,0.054662159,2035
"Africa_Eastern","d6",0.1,0.07094963,2035
"Africa_Southern","d5",0.1,0.061227385,2035
"Africa_Eastern","d7",0.1,0.085642259,2035
"Pakistan","d2",0.1,0.057524262,2035
"South America_Southern","d1",0.1,0.020669282,2035
"Africa_Western","d5",0.1,0.066026101,2035
"Africa_Southern","d6",0.1,0.07151892,2035
"Central America and Caribbean","d2",0.1,0.027604835,2035
"Pakistan","d3",0.1,0.06708967,2035
"Africa_Eastern","d8",0.1,0.106949935,2035
"Southeast Asia","d2",0.1,0.029158508,2035
"Africa_Western","d6",0.1,0.07834141,2035
"India","d2",0.1,0.035795797,2035
"Africa_Southern","d7",0.1,0.086313525,2035
"Colombia","d1",0.1,0.022226541,2035
"Pakistan","d4",0.1,0.074947949,2035
"Africa_Western","d7",0.1,0.093453281,2035
"Pakistan","d5",0.1,0.082345594,2035
"Central America and Caribbean","d3",0.1,0.03555444,2035
"South Africa","d2",0.1,0.020156212,2035
"Africa_Eastern","d9",0.1,0.14288154,2035
"Brazil","d1",0.1,0.022145127,2035
"Indonesia","d1",0.1,0.031308873,2035
"Africa_Southern","d8",0.1,0.106011985,2035
"India","d3",0.1,0.0450179,2035
"Pakistan","d6",0.1,0.090266969,2035
"Central Asia","d2",0.1,0.030152178,2035
"Middle East","d1",0.1,0.02860883,2035
"Southeast Asia","d3",0.1,0.037586499,2035
"Pakistan","d7",0.1,0.099765095,2035
"South Asia","d1",0.1,0.032390017,2035
"Central America and Caribbean","d4",0.1,0.043415536,2035
"Africa_Southern","d9",0.1,0.166100717,2035
"India","d4",0.1,0.053934646,2035
"Africa_Western","d8",0.1,0.117595845,2035
"Africa_Eastern","d10",0.1,0.387644886,2035
"Africa_Northern","d1",0.1,0.038257617,2035
"Pakistan","d8",0.1,0.112591761,2035
"South America_Southern","d2",0.1,0.032221916,2035
"South Africa","d3",0.1,0.028143222,2035
"Colombia","d2",0.1,0.035583071,2035
"Central America and Caribbean","d5",0.1,0.05469273,2035
"Southeast Asia","d4",0.1,0.046340617,2035
"India","d5",0.1,0.063489506,2035
"Mexico","d1",0.1,0.025622124,2035
"Central Asia","d3",0.1,0.042012321,2035
"Indonesia","d2",0.1,0.046900237,2035
"Africa_Western","d9",0.1,0.156727916,2035
"South America_Northern","d1",0.1,0.03469965,2035
"Pakistan","d9",0.1,0.135535947,2035
"Brazil","d2",0.1,0.035702048,2035
"Europe_Non_EU","d1",0.1,0.028713843,2035
"Southeast Asia","d5",0.1,0.05931495,2035
"Europe_Eastern","d1",0.1,0.041445172,2035
"South Asia","d2",0.1,0.048007966,2035
"India","d6",0.1,0.074746944,2035
"Colombia","d3",0.1,0.044762061,2035
"South Africa","d4",0.1,0.036852078,2035
"South America_Southern","d3",0.1,0.042571271,2035
"Indonesia","d3",0.1,0.056300102,2035
"Africa_Northern","d2",0.1,0.054023269,2035
"Central America and Caribbean","d6",0.1,0.067551742,2035
"Middle East","d2",0.1,0.042416321,2035
"Africa_Western","d10",0.1,0.336443693,2035
"Brazil","d3",0.1,0.045055943,2035
"South Asia","d3",0.1,0.057241973,2035
"Indonesia","d4",0.1,0.064678184,2035
"India","d7",0.1,0.089488056,2035
"Colombia","d4",0.1,0.053650151,2035
"Argentina","d1",0.1,0.030193328,2035
"Central Asia","d4",0.1,0.057982328,2035
"Africa_Northern","d3",0.1,0.063354836,2035
"China","d1",0.1,0.032800182,2035
"South Africa","d5",0.1,0.046949983,2035
"South America_Northern","d2",0.1,0.051133858,2035
"Central America and Caribbean","d7",0.1,0.086072396,2035
"Mexico","d2",0.1,0.039590986,2035
"EU-12","d1",0.1,0.040123474,2035
"Middle East","d3",0.1,0.050941058,2035
"Indonesia","d5",0.1,0.073132954,2035
"South Asia","d4",0.1,0.065386123,2035
"Africa_Northern","d4",0.1,0.071014952,2035
"South America_Southern","d4",0.1,0.052549176,2035
"Brazil","d4",0.1,0.054108066,2035
"Southeast Asia","d6",0.1,0.077288246,2035
"Europe_Eastern","d2",0.1,0.057788303,2035
"Colombia","d5",0.1,0.063185506,2035
"Africa_Southern","d10",0.1,0.362805651,2035
"India","d8",0.1,0.110985651,2035
"South Asia","d5",0.1,0.073543535,2035
"Africa_Northern","d5",0.1,0.078199397,2035
"Indonesia","d6",0.1,0.082687857,2035
"South America_Northern","d3",0.1,0.060623002,2035
"Europe_Non_EU","d2",0.1,0.04335669,2035
"Middle East","d4",0.1,0.058938615,2035
"Central Asia","d5",0.1,0.070341812,2035
"EU-15","d1",0.1,0.038233732,2035
"Pakistan","d10",0.1,0.240054962,2035
"Central America and Caribbean","d8",0.1,0.117934863,2035
"Europe_Eastern","d3",0.1,0.066687108,2035
"Mexico","d3",0.1,0.048673442,2035
"South Africa","d6",0.1,0.059594034,2035
"Brazil","d5",0.1,0.06380843,2035
"Colombia","d6",0.1,0.074434782,2035
"Africa_Northern","d6",0.1,0.086599145,2035
"South America_Southern","d5",0.1,0.064375064,2035
"South Asia","d6",0.1,0.082740067,2035
"Taiwan","d1",0.1,0.043854519,2035
"South America_Northern","d4",0.1,0.068816827,2035
"Middle East","d5",0.1,0.067412231,2035
"Indonesia","d7",0.1,0.094751633,2035
"Europe_Eastern","d4",0.1,0.073178145,2035
"Southeast Asia","d7",0.1,0.103703753,2035
"Argentina","d2",0.1,0.045710499,2035
"Africa_Northern","d7",0.1,0.096983619,2035
"Europe_Non_EU","d3",0.1,0.052841196,2035
"Central Asia","d6",0.1,0.080781583,2035
"Mexico","d4",0.1,0.057209387,2035
"China","d2",0.1,0.049023594,2035
"Brazil","d6",0.1,0.075217123,2035
"South America_Northern","d5",0.1,0.07687416,2035
"Europe_Eastern","d5",0.1,0.080021519,2035
"South Asia","d7",0.1,0.09436871,2035
"Middle East","d6",0.1,0.076949846,2035
"Colombia","d7",0.1,0.089190836,2035
"India","d9",0.1,0.150324595,2035
"Indonesia","d8",0.1,0.111819341,2035
"USA","d1",0.1,0.024617393,2035
"Europe_Eastern","d6",0.1,0.088622353,2035
"Africa_Northern","d8",0.1,0.11252098,2035
"South Africa","d7",0.1,0.077204522,2035
"South America_Southern","d6",0.1,0.077741103,2035
"Japan","d1",0.1,0.037558916,2035
"South America_Northern","d6",0.1,0.085802049,2035
"Mexico","d5",0.1,0.06618347,2035
"Europe_Non_EU","d4",0.1,0.061380318,2035
"Argentina","d3",0.1,0.055243973,2035
"Middle East","d7",0.1,0.090715016,2035
"Russia","d1",0.1,0.036745254,2035
"Central Asia","d7",0.1,0.107265027,2035
"South Asia","d8",0.1,0.110880756,2035
"China","d3",0.1,0.058672457,2035
"Brazil","d7",0.1,0.090102852,2035
"Southeast Asia","d8",0.1,0.137470509,2035
"South America_Northern","d7",0.1,0.096864766,2035
"Taiwan","d2",0.1,0.062524489,2035
"Colombia","d8",0.1,0.110748689,2035
"South America_Southern","d7",0.1,0.094628158,2035
"Europe_Eastern","d7",0.1,0.099652654,2035
"Europe_Non_EU","d5",0.1,0.070231958,2035
"Mexico","d6",0.1,0.076653231,2035
"Canada","d1",0.1,0.039156024,2035
"Africa_Northern","d9",0.1,0.14214997,2035
"Argentina","d4",0.1,0.063829604,2035
"Central America and Caribbean","d9",0.1,0.178194543,2035
"Indonesia","d9",0.1,0.142776604,2035
"China","d4",0.1,0.067158574,2035
"EU-12","d2",0.1,0.056816489,2035
"Middle East","d8",0.1,0.115210836,2035
"EU-15","d2",0.1,0.05352052,2035
"Australia_NZ","d1",0.1,0.037183984,2035
"Europe_Non_EU","d6",0.1,0.080270893,2035
"South America_Northern","d8",0.1,0.112256884,2035
"Taiwan","d3",0.1,0.072222695,2035
"South Africa","d8",0.1,0.10433104,2035
"Brazil","d8",0.1,0.111720438,2035
"Argentina","d5",0.1,0.072558242,2035
"South Asia","d9",0.1,0.141244622,2035
"Europe_Eastern","d8",0.1,0.115705072,2035
"South America_Southern","d8",0.1,0.118679712,2035
"China","d5",0.1,0.07562271,2035
"Mexico","d7",0.1,0.09029586,2035
"Central Asia","d8",0.1,0.137945913,2035
"South Korea","d1",0.1,0.042117738,2035
"EU-12","d3",0.1,0.066988677,2035
"Taiwan","d4",0.1,0.079890199,2035
"Japan","d2",0.1,0.054883066,2035
"Southeast Asia","d9",0.1,0.166335217,2035
"Europe_Non_EU","d7",0.1,0.09320383,2035
"USA","d2",0.1,0.038866313,2035
"European Free Trade Association","d1",0.1,0.042231617,2035
"Russia","d2",0.1,0.053848581,2035
"Argentina","d6",0.1,0.082452321,2035
"Europe_Eastern","d9",0.1,0.160787929,2035
"China","d6",0.1,0.085072856,2035
"Colombia","d9",0.1,0.150300698,2035
"Middle East","d9",0.1,0.16377347,2035
"Taiwan","d5",0.1,0.086846394,2035
"EU-15","d3",0.1,0.06418499,2035
"South America_Northern","d9",0.1,0.139990156,2035
"Central America and Caribbean","d10",0.1,0.371372676,2035
"Mexico","d8",0.1,0.110155269,2035
"Taiwan","d6",0.1,0.094055308,2035
"Japan","d3",0.1,0.064591311,2035
"Canada","d2",0.1,0.056963169,2035
"EU-12","d4",0.1,0.076175709,2035
"Europe_Non_EU","d8",0.1,0.11133897,2035
"China","d7",0.1,0.096821493,2035
"Argentina","d7",0.1,0.094942687,2035
"Central Asia","d9",0.1,0.171593648,2035
"Brazil","d9",0.1,0.15095392,2035
"Russia","d3",0.1,0.0635205,2035
"Taiwan","d7",0.1,0.102396144,2035
"Southeast Asia","d10",0.1,0.32408319,2035
"EU-15","d4",0.1,0.073614675,2035
"USA","d3",0.1,0.048347469,2035
"Australia_NZ","d2",0.1,0.054431693,2035
"EU-12","d5",0.1,0.084056796,2035
"Japan","d4",0.1,0.072759411,2035
"South America_Southern","d9",0.1,0.164733859,2035
"South Africa","d9",0.1,0.156776722,2035
"Canada","d3",0.1,0.066782481,2035
"Russia","d4",0.1,0.071719381,2035
"China","d8",0.1,0.113175355,2035
"Taiwan","d8",0.1,0.113260762,2035
"South Korea","d2",0.1,0.060437954,2035
"EU-12","d6",0.1,0.093053323,2035
"Argentina","d8",0.1,0.112579605,2035
"Europe_Non_EU","d9",0.1,0.145467609,2035
"EU-15","d5",0.1,0.082286897,2035
"Japan","d5",0.1,0.080607892,2035
"Europe_Eastern","d10",0.1,0.216111745,2035
"India","d10",0.1,0.353859582,2035
"Africa_Northern","d10",0.1,0.256896216,2035
"European Free Trade Association","d2",0.1,0.058675142,2035
"Central Asia","d10",0.1,0.282343625,2035
"Australia_NZ","d3",0.1,0.064143512,2035
"USA","d4",0.1,0.057321291,2035
"Russia","d5",0.1,0.079650146,2035
"Canada","d4",0.1,0.074926011,2035
"Mexico","d9",0.1,0.146894536,2035
"EU-12","d7",0.1,0.103252148,2035
"Japan","d6",0.1,0.089124318,2035
"South Korea","d3",0.1,0.070156198,2035
"Taiwan","d9",0.1,0.132361008,2035
"EU-15","d6",0.1,0.091512234,2035
"South America_Southern","d10",0.1,0.331830459,2035
"Canada","d5",0.1,0.082647895,2035
"Russia","d6",0.1,0.088304882,2035
"Australia_NZ","d4",0.1,0.072344109,2035
"Indonesia","d10",0.1,0.295644215,2035
"EU-12","d8",0.1,0.116692627,2035
"China","d9",0.1,0.142245639,2035
"USA","d5",0.1,0.066786466,2035
"European Free Trade Association","d3",0.1,0.069368562,2035
"Japan","d7",0.1,0.099428704,2035
"South Korea","d4",0.1,0.077977371,2035
"Argentina","d9",0.1,0.144233063,2035
"EU-15","d7",0.1,0.102587403,2035
"Canada","d6",0.1,0.090925263,2035
"Australia_NZ","d5",0.1,0.080248343,2035
"Russia","d7",0.1,0.098840594,2035
"South Asia","d10",0.1,0.29419623,2035
"South Korea","d5",0.1,0.085194887,2035
"European Free Trade Association","d4",0.1,0.077943821,2035
"EU-12","d9",0.1,0.137244088,2035
"Japan","d8",0.1,0.113423725,2035
"USA","d6",0.1,0.077788684,2035
"Canada","d7",0.1,0.100799314,2035
"Australia_NZ","d6",0.1,0.088845065,2035
"EU-15","d8",0.1,0.116250222,2035
"Europe_Non_EU","d10",0.1,0.313194694,2035
"South Korea","d6",0.1,0.092778588,2035
"South America_Northern","d10",0.1,0.272938647,2035
"Russia","d8",0.1,0.113236054,2035
"European Free Trade Association","d5",0.1,0.085718076,2035
"Middle East","d10",0.1,0.305033777,2035
"Australia_NZ","d7",0.1,0.099268165,2035
"Canada","d8",0.1,0.114012708,2035
"EU-15","d9",0.1,0.140410149,2035
"South Korea","d7",0.1,0.101671417,2035
"European Free Trade Association","d6",0.1,0.093843271,2035
"USA","d7",0.1,0.091981618,2035
"Japan","d9",0.1,0.138116755,2035
"Colombia","d10",0.1,0.355917665,2035
"Taiwan","d10",0.1,0.212588482,2035
"EU-12","d10",0.1,0.225596669,2035
"South Korea","d8",0.1,0.113401527,2035
"European Free Trade Association","d7",0.1,0.103535284,2035
"Russia","d9",0.1,0.13873605,2035
"Australia_NZ","d8",0.1,0.113449944,2035
"Canada","d9",0.1,0.13703285,2035
"Brazil","d10",0.1,0.351186052,2035
"USA","d8",0.1,0.112384354,2035
"European Free Trade Association","d8",0.1,0.114193336,2035
"South Korea","d9",0.1,0.134006047,2035
"Australia_NZ","d9",0.1,0.138469394,2035
"European Free Trade Association","d9",0.1,0.134384872,2035
"EU-15","d10",0.1,0.237399178,2035
"China","d10",0.1,0.27940714,2035
"Mexico","d10",0.1,0.338721694,2035
"Argentina","d10",0.1,0.298256677,2035
"USA","d9",0.1,0.149128153,2035
"South Africa","d10",0.1,0.459232958,2035
"European Free Trade Association","d10",0.1,0.220106019,2035
"Japan","d10",0.1,0.249505902,2035
"Canada","d10",0.1,0.236754285,2035
"Russia","d10",0.1,0.255398558,2035
"South Korea","d10",0.1,0.222258273,2035
"Australia_NZ","d10",0.1,0.251615792,2035
"USA","d10",0.1,0.332778261,2035
"Africa_Western","d1",0.1,0.021585634,2040
"Africa_Eastern","d1",0.1,0.024170133,2040
"Africa_Southern","d1",0.1,0.024026858,2040
"Africa_Eastern","d2",0.1,0.034996619,2040
"Africa_Southern","d2",0.1,0.035424934,2040
"Africa_Western","d2",0.1,0.033312697,2040
"Africa_Eastern","d3",0.1,0.044415389,2040
"Africa_Eastern","d4",0.1,0.053592401,2040
"Africa_Southern","d3",0.1,0.046839281,2040
"Central America and Caribbean","d1",0.1,0.019637598,2040
"Africa_Western","d3",0.1,0.046283988,2040
"Pakistan","d1",0.1,0.041272365,2040
"Africa_Eastern","d5",0.1,0.063414037,2040
"Southeast Asia","d1",0.1,0.019919556,2040
"Africa_Southern","d4",0.1,0.05596681,2040
"South Africa","d1",0.1,0.012376963,2040
"India","d1",0.1,0.024259783,2040
"Central Asia","d1",0.1,0.022364484,2040
"Africa_Western","d4",0.1,0.056753849,2040
"Africa_Eastern","d6",0.1,0.073605054,2040
"Africa_Southern","d5",0.1,0.064626572,2040
"Africa_Eastern","d7",0.1,0.087922471,2040
"Pakistan","d2",0.1,0.059225007,2040
"Africa_Southern","d6",0.1,0.075397103,2040
"South America_Southern","d1",0.1,0.022547106,2040
"Africa_Western","d5",0.1,0.067808453,2040
"Central America and Caribbean","d2",0.1,0.030378892,2040
"Pakistan","d3",0.1,0.06879465,2040
"Africa_Eastern","d8",0.1,0.108508028,2040
"Southeast Asia","d2",0.1,0.030489822,2040
"Africa_Western","d6",0.1,0.079952304,2040
"Africa_Southern","d7",0.1,0.088948232,2040
"India","d2",0.1,0.038213994,2040
"Colombia","d1",0.1,0.024133308,2040
"Pakistan","d4",0.1,0.076547864,2040
"Pakistan","d5",0.1,0.083753527,2040
"Brazil","d1",0.1,0.024040976,2040
"Africa_Eastern","d9",0.1,0.143855561,2040
"Central America and Caribbean","d3",0.1,0.038077581,2040
"Africa_Southern","d8",0.1,0.106441094,2040
"South Africa","d2",0.1,0.022574467,2040
"Africa_Western","d7",0.1,0.095381617,2040
"Indonesia","d1",0.1,0.033005483,2040
"Pakistan","d6",0.1,0.091390534,2040
"India","d3",0.1,0.047520572,2040
"Southeast Asia","d3",0.1,0.038726819,2040
"Central Asia","d2",0.1,0.033604326,2040
"Pakistan","d7",0.1,0.100457558,2040
"Middle East","d1",0.1,0.030580678,2040
"South Asia","d1",0.1,0.034072897,2040
"Africa_Southern","d9",0.1,0.156358416,2040
"Africa_Western","d8",0.1,0.117968668,2040
"Central America and Caribbean","d4",0.1,0.046378921,2040
"Africa_Eastern","d10",0.1,0.365520307,2040
"India","d4",0.1,0.056364931,2040
"Pakistan","d8",0.1,0.112591503,2040
"Africa_Northern","d1",0.1,0.039768824,2040
"South Africa","d3",0.1,0.03092378,2040
"South America_Southern","d2",0.1,0.034513266,2040
"Colombia","d2",0.1,0.038009127,2040
"Southeast Asia","d4",0.1,0.047862113,2040
"South America_Northern","d1",0.1,0.036282157,2040
"Mexico","d1",0.1,0.027486448,2040
"Central America and Caribbean","d5",0.1,0.057196454,2040
"Central Asia","d3",0.1,0.044557169,2040
"India","d5",0.1,0.065726993,2040
"Africa_Western","d9",0.1,0.155315114,2040
"Brazil","d2",0.1,0.038111207,2040
"Pakistan","d9",0.1,0.134282354,2040
"Indonesia","d2",0.1,0.048997136,2040
"Europe_Non_EU","d1",0.1,0.030567636,2040
"Southeast Asia","d5",0.1,0.059732156,2040
"Europe_Eastern","d1",0.1,0.043153827,2040
"Colombia","d3",0.1,0.047274695,2040
"South Asia","d2",0.1,0.050085031,2040
"India","d6",0.1,0.076660668,2040
"South Africa","d4",0.1,0.039832944,2040
"Central America and Caribbean","d6",0.1,0.069869534,2040
"South America_Southern","d3",0.1,0.044584262,2040
"Indonesia","d3",0.1,0.05842447,2040
"Africa_Northern","d2",0.1,0.05586929,2040
"Middle East","d2",0.1,0.044894906,2040
"Brazil","d3",0.1,0.047548772,2040
"Africa_Western","d10",0.1,0.325637676,2040
"Central Asia","d4",0.1,0.057493247,2040
"EU-12","d1",0.1,0.041255928,2040
"Colombia","d4",0.1,0.056091958,2040
"Argentina","d1",0.1,0.031907433,2040
"South Asia","d3",0.1,0.059343987,2040
"India","d7",0.1,0.090860632,2040
"Indonesia","d4",0.1,0.066694849,2040
"South America_Northern","d2",0.1,0.053077359,2040
"Africa_Northern","d3",0.1,0.065204968,2040
"South Africa","d5",0.1,0.050021967,2040
"China","d1",0.1,0.034424915,2040
"Mexico","d2",0.1,0.041933691,2040
"Middle East","d3",0.1,0.053500341,2040
"Brazil","d4",0.1,0.056528302,2040
"Central America and Caribbean","d7",0.1,0.087756476,2040
"South Asia","d4",0.1,0.067379232,2040
"Colombia","d5",0.1,0.065435758,2040
"Indonesia","d5",0.1,0.074935652,2040
"South America_Southern","d4",0.1,0.054949617,2040
"Europe_Eastern","d2",0.1,0.059918415,2040
"Africa_Northern","d4",0.1,0.07279803,2040
"Europe_Non_EU","d2",0.1,0.045584655,2040
"Africa_Southern","d10",0.1,0.345970702,2040
"Southeast Asia","d6",0.1,0.078687397,2040
"South America_Northern","d3",0.1,0.062582196,2040
"Central Asia","d5",0.1,0.068034648,2040
"India","d8",0.1,0.111421893,2040
"EU-15","d1",0.1,0.039558859,2040
"Middle East","d4",0.1,0.061277794,2040
"South Asia","d5",0.1,0.075322392,2040
"Africa_Northern","d5",0.1,0.079730537,2040
"Brazil","d5",0.1,0.066036089,2040
"Indonesia","d6",0.1,0.084162796,2040
"Pakistan","d10",0.1,0.231684638,2040
"Central America and Caribbean","d8",0.1,0.117672422,2040
"Mexico","d3",0.1,0.051077245,2040
"South Africa","d6",0.1,0.062627556,2040
"Colombia","d6",0.1,0.076362097,2040
"Europe_Eastern","d3",0.1,0.068641228,2040
"South America_Northern","d4",0.1,0.070666609,2040
"South America_Southern","d5",0.1,0.06654933,2040
"Middle East","d5",0.1,0.06939623,2040
"Taiwan","d1",0.1,0.04508354,2040
"Africa_Northern","d6",0.1,0.087877811,2040
"South Asia","d6",0.1,0.084191943,2040
"Southeast Asia","d7",0.1,0.106078167,2040
"Central Asia","d6",0.1,0.082053361,2040
"Indonesia","d7",0.1,0.095715418,2040
